,0,1,2,3,4,5,6,7,8,9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.024545926436968003,0.029908800946938232,0.02808649881629532,0.09156373579606174,0.04638767642378507,0.009777733369407843,0.0080388521872853,0.052865827122888065,0.03123785627675641,0.025264043950737412
2,0.07469525247947238,0.04453123066376966,0.04308748212864143,0.1398890243850259,0.05099749251647341,0.03949893126691814,0.04521683323980704,0.09014968627568765,0.062364097935557784,0.14284180191534201
3,0.09848330930341982,0.06962088212236021,0.07926222130229182,0.1166271424172712,0.05625597472410079,0.04992095207609702,0.10804878235142197,0.10803738377826816,0.1051418002253393,0.10394679463137514
4,0.9522739025461151,0.8547118589518319,1.2510654179765883,1.3579908693320275,1.4047702306793735,1.460806436576698,1.5109558370817309,1.7256427677458153,1.4641366538000478,0.6030317812663459
5,0.9536824603002155,0.9505529008680873,1.695594549205708,1.5782090726641944,1.5562437821625343,1.6603308527025078,1.8292854414791568,1.67141010988064,1.4007024702370992,0.8492065690601025
6,0.7226286012024306,0.858971778796594,1.3363909976238275,1.1899286112382217,1.2216165441089413,1.1786798447830924,1.2675173964737847,1.2616275964856944,1.095307740684316,0.7966183017645079
7,0.6784252642092929,0.923379648052375,1.1262270088961825,1.06074714178423,1.143768842420651,1.0713219889977825,1.0730686709263986,1.2062068883201684,0.9922604251600854,0.7662773854575269
8,0.6843397235642482,0.8361144144343953,0.9681518631992725,0.8908711733377189,1.0454890253457205,0.975276085365583,1.0376136376344471,1.0704465804086434,0.9101938830061913,0.6832322919006649
9,0.4889803285785973,0.7328286584540058,0.8562754991438638,0.8685552851064798,0.927384620774116,0.8214011266076796,0.9661008914540647,1.0973539795010683,0.8995576707897205,0.6663603823928912
10,0.4823209988212251,0.7296441517080793,0.7614988689245877,0.7769568986315176,0.871866294503936,0.7033639250989278,0.914143467333963,0.9182323871906845,0.9248707087084532,0.6014835554833734
11,0.5161756065967114,0.6802511308858391,0.8180500760519832,0.6980937708503119,0.7946679914596213,0.6265122926683483,0.8427372365218238,0.8830023102037291,0.8956157764366458,0.6700847089988552
12,0.6485450621755229,1.03614755590261,0.9063921767657244,1.1857160706096634,1.171427055609238,0.703535506946499,0.9864394373885434,1.2049593687645737,1.2063440133752836,0.7721038634823139
13,0.6293086313420299,0.8191980323904609,0.7738403633808367,1.0545841380067387,1.0652822856325745,0.6483353690491581,0.8836619015803338,0.963490851732529,1.0129658586359205,0.6554323610629625
14,0.6244830690664033,0.7218405620253783,0.7313187461981562,0.9436647469483417,0.9343700632921615,0.6892946670311435,0.8683922907345513,0.8878496071137695,0.8309262212193904,0.6324213771992758
15,0.6427028583625889,0.6483775803764087,0.7342940706380735,0.8737133669586649,0.8179217050875431,0.7393138223235202,0.8065405203321978,0.8251492045380859,0.653791765151155,0.6519883412831629
16,0.6250843656369264,0.661262748021024,0.6859368226057346,0.9222438495113309,0.7099287793429832,0.7368504515087803,0.6348121079738313,0.8289497190780782,0.6612089635105526,0.8298220751801765
17,0.6614328758916787,0.629999896178602,0.6616607166179928,0.885905061561613,0.6792719472593545,0.7887080821336298,0.6477947442393525,0.9080873137072055,0.6329393065555461,0.5977707316767082
18,0.6416074667829839,0.604037565355509,0.6303429140811807,0.7432792732466608,0.7141822609578237,0.622301856987887,0.6356693772116443,0.7433532691722804,0.6899527544781691,0.6072832091696412
19,0.6463316350176579,0.555781929735478,0.6805501630547652,0.7457566736859832,0.6669544907875522,0.5588230675500793,0.5750615460212438,0.6998701312858453,0.7644557707196937,0.597205369231225
20,0.614775810115097,0.6278009353618669,0.6610662827249663,0.6747589984919329,0.6432679442341457,0.5619181957982236,0.5229774067501045,0.684722519653267,0.5834937796509481,0.5628535947008445
21,0.646295029332462,0.5671081868016955,0.6508355815926713,0.6140705041596707,0.5956146241830154,0.542512311762348,0.6725943823152153,0.5517350612635683,0.7469559246841427,0.5023126085951463
22,0.6372021868808168,0.5742161083617708,0.6368561079564713,0.6746476795295351,0.5692820567668523,0.6891328117887046,0.7174742940082943,0.5290074635776445,0.6768181540320999,0.6044886065811612
23,0.5763981308561955,0.6195942912985943,0.6496562640477669,0.6283933057709032,0.5109707398414859,0.725191329702282,0.7187810064247876,0.52749616435279,0.8720755075375475,0.6453877135536494
24,0.5888678672664928,0.6065951382966582,0.650642820443,0.6665928315579316,0.5582508174360098,0.7448879292445649,0.6638748163402612,0.5549625947653545,0.8093740580151547,0.6392837845401861
25,0.6451265245813025,0.5890146543078854,0.5942566114644071,0.5951429523361627,0.5204719857086473,0.685603503817741,0.666669385440122,0.6819764835452243,0.78751841909238,0.5368670627664041
26,0.5902835270979062,0.6383107999603018,0.5449271040186128,0.5347484093586843,0.4737663520575131,0.6652422019167071,0.6167609433259189,0.6950865139032468,0.6943403818136262,0.5910134701361528
27,0.5832400680346165,0.6910884250688815,0.5723404729650721,0.5890518913007176,0.5201131768616675,0.6381600841106573,0.5938195597410205,0.6967592718508473,0.6343054895122953,0.5194619257230095
28,0.5547836831952419,0.5766843759559201,0.5529600950175583,0.6117886441001369,0.46735464486288164,0.6748870313744528,0.614996571469316,0.5754617842702452,0.6712097024674148,0.5512157275525886
29,0.49817373290055644,0.7001950513046872,0.5052940614957624,0.5783709808640983,0.451003948119208,0.8085726185581802,0.6442636666885878,0.6200611831224893,0.5971680714733484,0.7340693342586917
30,0.48966025100366045,0.7122719236685537,0.6800655608577564,0.6170191036146498,0.47340225528132296,0.6878334452306455,0.6726084705089777,0.6043602239737328,0.7486952794101501,0.6892101967609521
31,0.9078993907554299,1.0957060999785107,0.892631522283835,0.7966295910838916,0.7795187829764602,0.9265023026349688,1.0291429077923853,0.9017337165938891,1.31776597308536,1.2024053205335485
32,0.7886418860489584,0.9744018818327883,0.8082713201762802,0.7614236383186552,0.7774798299585961,0.7964661107604225,1.030345716646811,0.8420879032006889,0.9643980551963452,0.9178943045422497
33,0.8917146230057313,1.0419740784686273,1.0511836423902414,1.0494003668772287,0.9442325224158132,1.1123503978896274,1.105695673499255,0.940734503348402,1.1574255674883196,1.0918691123175293
34,0.7599421990578877,0.8720687672042342,0.8886989126357465,0.8911829114727045,0.8080220996324653,0.8561499317427876,0.8955711643886201,0.8633329786353261,0.9410285706953894,0.9348340347916767
35,1.07192099487294,1.0327675071112026,0.9893248256976829,1.048189858166984,1.0762025178125392,1.217820543547951,1.0168222491853498,1.0227739144786916,1.129550103965949,1.1722861325209468
36,1.1563990015772818,1.0649681665511364,1.0099830602531994,1.0020779510326068,0.9653964632981913,1.1959426819907053,0.9969427021666525,0.996832789580463,1.1003046226963182,0.9823093431470653
